-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.140625,0.140625
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.09375,0.09375
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.171875,0.171875
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.125,0.125
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.109375,0.109375
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.015625,0.015625
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.03125,0.03125
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.046875,0.046875
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
-0.078125,0.078125
